useridentifier,;Name,;Store Number,;Phone Number,;Street Combined,;Street 1,;City,;Country Subdivision,;Country,;Postal Code,;Coordinates,;Latitude,;Longitude,
1014646,;Fisherman's Wharf Langkawi,;47927-260549,;,;Jalan Dato' Syed Omar Kuah,;Jalan Dato' Syed Omar,;Langkawi Kedah,;2,;MY,;7000,;(6.3034200668335 99.8517379760742),;6.303420066833496,;99.851737976074219,
1014727,;D Pulze,;47836-260028,;,;G 28 D PULZE Shopping Centre Lingkaran Cyber Point Timur Cyber 12,;G 28 D PULZE Shopping Centre,;Cyberjaya,;10,;MY,;63000,;(2.92227602005005 101.650833129883),;2.922276020050049,;101.65083312988281,
1014204,;Petronas Equine Park DT,;29875-255627,;,;Petronas Station Equine Park 1 Mukim Petaling Seri Kembangan,;Petronas Station Equine Park 1,;Selangor,;10,;MY,;43300,;(2.96949005126953 101.667999267578),;2.969490051269531,;101.66799926757813,
1014750,;KLIA 2 Satellite,;48353-263108,;,;Lot No. S6-2-A41 Departure Level,;Lot No. S6-2-A41 Departure Level,;Sepang,;10,;MY,;64000,;(2.73935604095459 101.68879699707),;2.73935604095459,;101.68879699707031,
1010161,;Seri Alam,;18927-184364,;,;8 Jalan Suria Bandar Seri Alam,;8 Jalan Suria,;Johor Bahru,;1,;MY,;81750,;(1.49549996852875 103.874320983887),;1.495499968528748,;103.87432098388672,
1014380,;Tesco Bandar Bukit Puchong,;29248-253094,;,;Lot G1 Grd Flr Tesco Bdr Bkt Puchong PT 80259 Jln BP7/1 Bdr Bkt Puchong,;Lot G1 Grd Flr Tesco Bdr Bkt Puchong,;Mukim Petaling,;10,;MY,;47110,;(3.08068990707397 101.447250366211),;3.080689907073975,;101.44725036621094,
1015058,;Sibu Pedada,;47946-260564,;,;Lot 3047 Block 3 Sibu Town District Jalan Pedada,;Lot 3047 Block 3 Sibu Town District,;Sibu,;13,;MY,;96000,;(2.30845093727112 111.845329284668),;2.308450937271118,;111.84532928466797,
1015336,;Mitsui Outlet Park,;48865-265667,;,;Lot G65 Mitsui Outlet Park KLIA Sepang,;Lot G65 Mitsui Outlet Park,;Selangor,;10,;MY,;64000,;(2.77906608581543 101.676559448242),;2.77906608581543,;101.67655944824219,
1014778,;IOI Mall Kulai DT,;47501-258464,;,;Lot No. G-OSE 3/5/6 GF IOI Mall Kulai Lebuh Putra Utama Bandar Putra,;Lot No. G-OSE 3/5/6 GF IOI Mall Kulai,;Kulai Johor,;1,;MY,;81000,;(1.68064999580383 103.602996826172),;1.680649995803833,;103.60299682617188,
1015389,;Labuan Airport,;49170-267228,;,;L1L06 Level 1 Landside Labuan Airport Jalan Tun Mustapha Taman Sec Airport,;L1L06 Level 1 Landside Labuan Airport,;Labuan,;15,;MY,;87015,;(5.29558181762695 115.262069702148),;5.295581817626953,;115.26206970214844,
1015632,;Amcorp Tower,;48866-265645,;,;G-01 Grd Flr Amcorp Tower 18 Persiaran Barat,;G-01 Grd Flr Amcorp Tower,;Petaling Jaya Selangor,;10,;MY,;46050,;(3.10456991195679 101.647346496582),;3.104569911956787,;101.64734649658203,
1015847,;Ampang DT,;48876-265646,;,;Lot 4258 & 4259 Jalan Ampang,;Lot 4258 & 4259 Jalan Ampang,;Kuala Lumpur,;14,;MY,;50450,;(3.09347891807556 101.44361114502),;3.093478918075562,;101.44361114501953,
1015883,;Segamat Sri Utama,;49288-267945,;,;Ground & 1st Floor No. 25 Jalan Utama 3/2,;Ground & 1st Floor No. 25,;Segamat Johor,;1,;MY,;85000,;(2.51436400413513 102.823181152344),;2.514364004135132,;102.82318115234375,
1016101,;Marina Parkcity DT,;47500-258465,;,;No. 1 Block 9 Miri Concession Land District,;No. 1 Block 9,;Miri Sarawak,;13,;MY,;98000,;(4.28936004638672 114.030113220215),;4.289360046386719,;114.03011322021484,
1007996,;Petronas Service Stat - Federal Hwy,;18453-173544,;,;KM 18.5 Federal Highway - KL Bound,;KM 18.5 Federal Highway - KL Bound,;Kuala Lumpur,;14,;MY,;,;(3.08353996276855 101.582359313965),;3.083539962768555,;101.58235931396484,
